[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BiteBloodJuicy_ZA01.34.wav | Genre: [genre:sound-design:horror] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:horror, occasion:jump-scare] | Keywords: [keyword:sfx:bite, keyword:sfx:blood] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_101.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_BW_98.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_BW_99.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_105.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_102.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_103.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_104.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_106.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_107.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_109.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_108.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_110.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_112.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_111.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_115.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_116.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_114.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_113.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:reload] | Keywords: [keyword:biome:urban, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_117.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:cement, keyword:sfx:concrete-hit, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_118.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:cement, keyword:sfx:concrete-hit, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_119.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:cement, keyword:sfx:concrete-hit, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_122.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:cement, keyword:sfx:concrete-hit, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_120.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:cement, keyword:sfx:concrete-hit, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_124.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:cement, keyword:sfx:concrete-hit, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_121.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:cement, keyword:sfx:concrete-hit, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_123.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:cement, keyword:sfx:concrete-hit, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_125.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:cement, keyword:sfx:concrete-hit, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_126.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:cement, keyword:sfx:concrete-hit, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:30:59][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_128.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:cement, keyword:sfx:concrete-hit, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_129.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:cement, keyword:sfx:concrete-hit, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_130.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:cement, keyword:sfx:concrete-hit, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_131.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:cement, keyword:sfx:concrete-hit, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_132.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:cement, keyword:sfx:concrete-hit, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_133.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:cement, keyword:sfx:concrete-hit, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropDebris_BW.54.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:debris, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropCement_B_127.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:cement, keyword:sfx:concrete-hit, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropDebris_BW._2.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:debris, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropDebris_BW._1.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:debris, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropDebris_BW._3.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:debris, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropDebris_BW._5.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:debris, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropDirt_BW.5477.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:biome:earth, keyword:sfx:dirt-impact, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropDebris_BW._6.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:debris, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropLeaves_BW.54.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:biome:forest, keyword:sfx:impact, keyword:sfx:leaf-impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropDebris_BW._4.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:debris, keyword:sfx:impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropLeaves_BW._1.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:biome:forest, keyword:sfx:impact, keyword:sfx:leaf-impact, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW.546.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW.545.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW.547.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW.5_2.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW.548.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW.5_1.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW.5_4.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW.5_3.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW.5_7.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW.5_6.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW.5_8.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW.5_9.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW.5_5.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._10.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._14.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._12.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._11.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._13.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._16.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._17.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._15.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._18.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._19.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:material:metal, keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._20.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._21.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._22.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._27.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._28.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._23.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._25.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._26.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._29.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._24.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._30.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._32.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._31.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._33.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._34.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._35.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
[2025-09-01][18:31:00][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BulletShellDropMetal_BW._36.wav | Genre: [] | Mood: [] | Occasion: [occasion:combat-encounter, occasion:gunfight, occasion:reload] | Keywords: [keyword:sfx:impact, keyword:sfx:metal-clang, keyword:weapon:firearm] | Other: []
